,evals,X,fX
30,30,"[0.10177265 0.5407373  0.54684068 0.48632019 0.1148484  0.29542285
 0.45455941 0.35217575 0.43974021 0.20478454 0.04826417 0.55625517
 0.53614163 0.39208294 0.5014633  0.93839643 0.91919095 0.62746266
 0.37374741 0.24408554 0.01430256 0.18779204 0.21469952 0.15439728
 0.32221771 0.73125459 0.3851555  0.51515511 0.54507086 0.59765236
 0.87174015 0.17925499 0.61494845 0.04251137 0.04219121 0.48304818
 0.12141352 0.86343151 0.45371902 0.17187149 0.65090092 0.57183892
 0.83622459 0.67387301 0.23116041 0.10371275 0.54859861 0.40567607
 0.96794692 0.74998073 0.47738864 0.58694988 0.99402296 0.24484457
 0.93519607 0.83595362 0.6397846  0.70477146 0.78085166 0.9642752 ]",[0.25873535]
31,31,"[0.10177265 0.5407373  0.96370431 0.52860171 0.07651413 0.74249649
 0.49197244 0.44289855 0.51937771 0.20478454 0.04826417 0.73752916
 0.88225543 0.08092793 0.5014633  0.93839643 0.91919095 0.25132404
 0.37374741 0.24408554 0.14074421 0.38444227 0.15764697 0.15439728
 0.32221771 0.77763594 0.3851555  0.51515511 0.96322391 0.59765236
 0.87174015 0.56122982 0.61494845 0.40462896 0.04219121 0.44640396
 0.1021637  0.86343151 0.44544036 0.17187149 0.94834593 0.25195049
 0.30740972 0.18979385 0.23116041 0.10371275 0.54859861 0.40567607
 0.89681619 0.74998073 0.44005946 0.58694988 0.99402296 0.24484457
 0.93519607 0.83595362 0.75302245 0.70477146 0.78085166 0.94747807]",[1.61290948]
32,32,"[0.10177265 0.02131658 0.91484322 0.28572403 0.07651413 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.01814022 0.60315164 0.28990832 0.93839643 0.68167512 0.25132404
 0.82648442 0.14516828 0.01430256 0.38444227 0.30379897 0.32844492
 0.44462696 0.77763594 0.3851555  0.98168515 0.90407431 0.59765236
 0.87174015 0.65034788 0.17745143 0.04251137 0.04219121 0.33115122
 0.12141352 0.86343151 0.44544036 0.17187149 0.71916831 0.67499655
 0.30740972 0.03281157 0.16715872 0.10371275 0.54859861 0.40567607
 0.65903865 0.74998073 0.30962493 0.58694988 0.90467227 0.24484457
 0.93519607 0.83595362 0.42242435 0.17849849 0.28113324 0.94791405]",[4.19556869]
33,33,"[0.51084751 0.0334619  0.91484322 0.28572403 0.19048651 0.58722526
 0.48263402 0.2291901  0.57474834 0.20478454 0.26090355 0.44958493
 0.53614163 0.60315164 0.28990832 0.93839643 0.48691472 0.40101424
 0.82648442 0.14516828 0.01430256 0.38444227 0.1952222  0.32844492
 0.44462696 0.17083946 0.02609906 0.34799454 0.97073559 0.59765236
 0.87174015 0.65034788 0.61494845 0.04251137 0.04219121 0.33115122
 0.05874576 0.86343151 0.44544036 0.28444436 0.71916831 0.67499655
 0.30740972 0.03281157 0.16715872 0.05790219 0.4330132  0.40567607
 0.96794692 0.74998073 0.30962493 0.58694988 0.7588073  0.24484457
 0.93519607 0.83595362 0.6397846  0.47568485 0.78085166 0.94791405]",[2.9203503]
34,34,"[0.10177265 0.0334619  0.60387594 0.28572403 0.07651413 0.52551972
 0.48263402 0.44289855 0.39022276 0.20478454 0.41316396 0.55625517
 0.53614163 0.50821078 0.28990832 0.93839643 0.96276176 0.1545337
 0.82648442 0.14516828 0.01430256 0.38444227 0.86316299 0.32844492
 0.44462696 0.77763594 0.54875791 0.75010443 0.30861986 0.39230233
 0.87174015 0.65034788 0.61494845 0.04251137 0.51624715 0.33115122
 0.12141352 0.86343151 0.43333642 0.17187149 0.90545303 0.67499655
 0.30740972 0.03281157 0.16715872 0.10371275 0.54859861 0.57066655
 0.96794692 0.74998073 0.84628677 0.58694988 0.90467227 0.14160693
 0.93519607 0.83595362 0.6397846  0.58386928 0.78085166 0.94791405]",[-6.78320424]
35,35,"[0.10177265 0.0334619  0.91484322 0.28572403 0.06794996 0.42425382
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.53614163 0.60315164 0.28990832 0.93839643 0.31533909 0.25132404
 0.82648442 0.14516828 0.01430256 0.38444227 0.21469952 0.32844492
 0.44462696 0.77763594 0.3851555  0.98168515 0.97073559 0.59765236
 0.87174015 0.65034788 0.61494845 0.04251137 0.04219121 0.33115122
 0.12141352 0.86343151 0.44544036 0.17187149 0.71916831 0.8392067
 0.59217262 0.11843552 0.16715872 0.10371275 0.54859861 0.40567607
 0.83036358 0.74998073 0.30962493 0.58694988 0.90467227 0.24484457
 0.93519607 0.80319295 0.42283973 0.4709024  0.78085166 0.94791405]",[-0.40374994]
36,36,"[0.10177265 0.0334619  0.91484322 0.28572403 0.07651413 0.52551972
 0.48263402 0.44289855 0.41867399 0.63661397 0.26090355 0.55625517
 0.53614163 0.60315164 0.28990832 0.93839643 0.68167512 0.25132404
 0.82648442 0.14516828 0.01430256 0.38444227 0.21469952 0.32844492
 0.44462696 0.77763594 0.3851555  0.98168515 0.75234872 0.59765236
 0.87174015 0.65034788 0.61494845 0.04251137 0.04219121 0.33115122
 0.12141352 0.58754575 0.44544036 0.17187149 0.71916831 0.67499655
 0.30740972 0.03281157 0.16715872 0.46004444 0.7069037  0.40567607
 0.96794692 0.74998073 0.30962493 0.58694988 0.90467227 0.24484457
 0.99120671 0.83595362 0.6397846  0.58844769 0.78085166 0.94791405]",[-5.35325953]
37,37,"[0.10177265 0.05795654 0.91484322 0.28572403 0.14964272 0.52551972
 0.48263402 0.33170265 0.41867399 0.20478454 0.4493275  0.55625517
 0.53614163 0.91922849 0.28990832 0.93839643 0.68167512 0.38347641
 0.82648442 0.14516828 0.39676097 0.38444227 0.21469952 0.32844492
 0.44462696 0.77763594 0.3851555  0.98168515 0.97073559 0.77849436
 0.87174015 0.65034788 0.61494845 0.04251137 0.82276165 0.29720283
 0.12141352 0.72783613 0.44544036 0.17187149 0.71916831 0.67499655
 0.30740972 0.03281157 0.16715872 0.18208627 0.54859861 0.59697831
 0.96794692 0.74998073 0.05790663 0.58694988 0.81146544 0.23221117
 0.93519607 0.95284119 0.6397846  0.83876598 0.78085166 0.94791405]",[-5.58913137]
38,38,"[0.5560714  0.0334619  0.91484322 0.57360858 0.07651413 0.9489029
 0.48263402 0.44289855 0.56769854 0.20478454 0.26090355 0.55625517
 0.53614163 0.60315164 0.28990832 0.93839643 0.68167512 0.95413321
 0.82648442 0.14516828 0.01430256 0.38444227 0.21469952 0.23383266
 0.44462696 0.8217324  0.27005973 0.98168515 0.97073559 0.59765236
 0.87174015 0.65034788 0.61494845 0.04251137 0.04219121 0.33115122
 0.12141352 0.86712682 0.44544036 0.17187149 0.71916831 0.67499655
 0.30740972 0.03281157 0.16715872 0.10371275 0.54859861 0.097468
 0.96794692 0.74998073 0.30962493 0.58694988 0.84937185 0.24484457
 0.93519607 0.83595362 0.6397846  0.4709024  0.78085166 0.94791405]",[2.10898806]
39,39,"[0.10177265 0.0334619  0.91484322 0.28572403 0.07651413 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.53614163 0.60315164 0.28990832 0.93839643 0.68167512 0.97867817
 0.82648442 0.14516828 0.01430256 0.38444227 0.21469952 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.8458584
 0.87174015 0.60800797 0.61494845 0.04251137 0.04219121 0.33115122
 0.12141352 0.86343151 0.43519553 0.17187149 0.71916831 0.67499655
 0.30740972 0.03281157 0.71926934 0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[-10.18236039]
40,40,"[0.10177265 0.0334619  0.91484322 0.87120116 0.07651413 0.52551972
 0.48263402 0.44289855 0.40544322 0.20478454 0.25335923 0.01356443
 0.53614163 0.60315164 0.28990832 0.46726055 0.68167512 0.25132404
 0.82648442 0.14516828 0.03921403 0.38444227 0.21469952 0.32844492
 0.44462696 0.6764946  0.3851555  0.02337544 0.97073559 0.59765236
 0.87174015 0.65034788 0.61494845 0.04251137 0.04219121 0.33115122
 0.12141352 0.86343151 0.47653011 0.17187149 0.71916831 0.67499655
 0.23221329 0.03281157 0.16715872 0.10371275 0.70272404 0.40567607
 0.96794692 0.74998073 0.68762392 0.58694988 0.90467227 0.24484457
 0.93519607 0.74664743 0.6397846  0.92833841 0.78085166 0.94791405]",[-2.0440914]
41,41,"[0.10177265 0.0334619  0.91484322 0.89572531 0.02141855 0.52551972
 0.48263402 0.44289855 0.41029689 0.20478454 0.26090355 0.97056156
 0.53614163 0.60315164 0.00518799 0.93839643 0.68167512 0.3648755
 0.82648442 0.14516828 0.01430256 0.38444227 0.21469952 0.32844492
 0.44462696 0.68349671 0.3851555  0.98168515 0.97073559 0.69971085
 0.87174015 0.65034788 0.34545231 0.04251137 0.04219121 0.33115122
 0.09429403 0.5774315  0.50463879 0.17187149 0.71916831 0.67499655
 0.30740972 0.03281157 0.16715872 0.65578127 0.54859861 0.40567607
 0.72930713 0.67110151 0.30962493 0.58694988 0.90467227 0.24484457
 0.81543684 0.83595362 0.6397846  0.4709024  0.47571621 0.82975758]",[-0.90043491]
42,42,"[0.10177265 0.0334619  0.79681271 0.32367799 0.07651413 0.52551972
 0.11273465 0.44289855 0.19301112 0.20478454 0.39933765 0.53151971
 0.53614163 0.60315164 0.28990832 0.13619931 0.68167512 0.97867817
 0.82648442 0.14516828 0.01430256 0.38444227 0.21469952 0.32844492
 0.89191616 0.77763594 0.30984375 0.91589421 0.97073559 0.8458584
 0.81448554 0.60800797 0.61494845 0.04251137 0.04219121 0.88282007
 0.15165573 0.86343151 0.43519553 0.26178986 0.71916831 0.67499655
 0.30740972 0.03281157 0.71926934 0.22772512 0.38368985 0.40567607
 0.96794692 0.74998073 0.99769306 0.75611359 0.90467227 0.88994765
 0.78292847 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[-4.89138415]
43,43,"[0.17229569 0.0334619  0.91484322 0.28572403 0.07651413 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.53614163 0.60315164 0.05414635 0.93839643 0.68167512 0.97867817
 0.82648442 0.14516828 0.01430256 0.38444227 0.21469952 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.8458584
 0.87174015 0.60800797 0.61494845 0.04251137 0.23749097 0.16897975
 0.12141352 0.86343151 0.43519553 0.17187149 0.71916831 0.67499655
 0.30740972 0.03281157 0.71926934 0.72619534 0.67298961 0.40567607
 0.96794692 0.74998073 0.69372934 0.62552625 0.8059932  0.86215425
 0.89635223 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[-4.07969572]
44,44,"[0.10177265 0.107147   0.91484322 0.28572403 0.07651413 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.46250466 0.55625517
 0.65571991 0.60315164 0.28990832 0.93839643 0.91274957 0.70779407
 0.82648442 0.14516828 0.04925775 0.38444227 0.21469952 0.32844492
 0.89191616 0.77763594 0.13197878 0.91589421 0.47923523 0.8458584
 0.87174015 0.60800797 0.61494845 0.04251137 0.37170002 0.33115122
 0.12141352 0.86343151 0.43519553 0.17187149 0.71916831 0.67499655
 0.30740972 0.19925714 0.71926934 0.48747841 0.83871788 0.40567607
 0.58308152 0.74998073 0.63322973 0.24794231 0.32298166 0.88994765
 0.40618077 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[0.56969352]
45,45,"[0.10177265 0.0334619  0.98357272 0.62302214 0.44454333 0.52551972
 0.48263402 0.44289855 0.03582228 0.20478454 0.88825107 0.66200936
 0.53614163 0.60315164 0.28990832 0.93839643 0.68167512 0.97867817
 0.82648442 0.14516828 0.01430256 0.38444227 0.56887376 0.02193066
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.8458584
 0.67091975 0.60800797 0.61494845 0.04251137 0.39058173 0.33115122
 0.12141352 0.86343151 0.43519553 0.17187149 0.72177804 0.70910883
 0.30740972 0.03281157 0.71926934 0.48747841 0.54859861 0.30704975
 0.96794692 0.74998073 0.72207302 0.53797239 0.90467227 0.52434099
 0.49276131 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[-0.3544906]
46,46,"[0.10177265 0.0334619  0.91484322 0.28572403 0.07651413 0.89516574
 0.48263402 0.44289855 0.36647573 0.20478454 0.11758654 0.55625517
 0.53614163 0.60315164 0.28990832 0.93839643 0.68167512 0.97867817
 0.82648442 0.14516828 0.3849549  0.86768305 0.21469952 0.38601118
 0.89191616 0.77763594 0.3851555  0.81880414 0.97073559 0.8458584
 0.87174015 0.60800797 0.91210234 0.04251137 0.47380796 0.33115122
 0.12141352 0.86343151 0.43519553 0.17187149 0.71916831 0.41940019
 0.61583543 0.03281157 0.71926934 0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.6836434  0.6397846  0.44499615 0.78085166 0.94791405]",[-3.01288121]
47,47,"[0.16307302 0.0334619  0.91484322 0.28572403 0.07651413 0.52551972
 0.48263402 0.25751701 0.52665168 0.82133251 0.26090355 0.55625517
 0.71728704 0.60315164 0.28990832 0.74007295 0.68167512 0.97867817
 0.89734434 0.14516828 0.26226205 0.38444227 0.05393695 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.85715562
 0.87174015 0.60800797 0.61494845 0.04251137 0.04219121 0.73929131
 0.12141352 0.86343151 0.40783173 0.17187149 0.53831381 0.38787836
 0.30740972 0.03281157 0.65460885 0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.50774539 0.53384465 0.90467227 0.88994765
 0.93519607 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[-1.70210578]
48,48,"[0.10177265 0.0334619  0.55545634 0.28572403 0.07651413 0.52551972
 0.48263402 0.44289855 0.41867399 0.61340934 0.26090355 0.46128893
 0.53614163 0.15807073 0.28990832 0.93839643 0.68167512 0.97867817
 0.82648442 0.31488374 0.01430256 0.91836911 0.21469952 0.1757824
 0.8882134  0.77763594 0.3851555  0.72421283 0.97073559 0.8458584
 0.87174015 0.60800797 0.79294366 0.04251137 0.35776138 0.67592347
 0.12141352 0.40020522 0.44452199 0.17187149 0.49665922 0.67499655
 0.30740972 0.03281157 0.28304937 0.48747841 0.54859861 0.7648986
 0.96794692 0.74998073 0.99769306 0.95727867 0.60408843 0.88994765
 0.93519607 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[-5.7804667]
49,49,"[0.10177265 0.0334619  0.42638096 0.28572403 0.07651413 0.52551972
 0.48263402 0.44289855 0.41867399 0.67325211 0.26090355 0.55625517
 0.53614163 0.60315164 0.06554624 0.85097208 0.68167512 0.97867817
 0.58634628 0.14516828 0.01430256 0.38444227 0.21469952 0.32844492
 0.79619068 0.77763594 0.3851555  0.91589421 0.97073559 0.8458584
 0.87174015 0.60800797 0.61494845 0.04251137 0.04219121 0.33115122
 0.12141352 0.63719016 0.43519553 0.17187149 0.71916831 0.67499655
 0.30740972 0.03281157 0.71926934 0.48747841 0.54859861 0.40567607
 0.96794692 0.18956552 0.99769306 0.4742713  0.90467227 0.79879445
 0.93519607 0.83595362 0.6397846  0.21922955 0.78085166 0.87549891]",[-1.81573887]
50,50,"[0.19057427 0.0334619  0.91484322 0.26251671 0.07651413 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.53614163 0.60315164 0.28990832 0.93839643 0.68167512 0.97867817
 0.52383398 0.14516828 0.10245223 0.38444227 0.21469952 0.90764445
 0.59658158 0.77763594 0.3851555  0.91589421 0.81434464 0.52932131
 0.70677067 0.2724359  0.61494845 0.83175532 0.04219121 0.15261976
 0.12141352 0.86343151 0.43519553 0.17187149 0.71916831 0.98025393
 0.8537187  0.03281157 0.71926934 0.48747841 0.44379136 0.40567607
 0.59763234 0.93611753 0.99769306 0.62552625 0.88882291 0.25031984
 0.93519607 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[-1.38235089]
51,51,"[0.10177265 0.0334619  0.91484322 0.44624671 0.07651413 0.52551972
 0.79403347 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.53614163 0.45741791 0.28990832 0.93839643 0.68167512 0.97867817
 0.82648442 0.14516828 0.01430256 0.38444227 0.21469952 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.8458584
 0.87174015 0.60273993 0.61494845 0.04251137 0.04219121 0.33115122
 0.09319317 0.81971949 0.43519553 0.17187149 0.78385097 0.67499655
 0.30740972 0.09018157 0.71926934 0.48747841 0.54859861 0.81096143
 0.30700345 0.74998073 0.99769306 0.62552625 0.90467227 0.09671247
 0.93519607 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[-2.11290335]
52,52,"[0.10177265 0.0334619  0.91484322 0.28572403 0.11170766 0.77445573
 0.48263402 0.44289855 0.41867399 0.20478454 0.47605968 0.55625517
 0.53614163 0.60315164 0.28990832 0.93839643 0.93614298 0.8557725
 0.55425942 0.14516828 0.01430256 0.38444227 0.67005426 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.8458584
 0.87174015 0.60800797 0.61494845 0.04251137 0.04219121 0.11432896
 0.16217754 0.86343151 0.38186318 0.5028438  0.71916831 0.67499655
 0.29760215 0.11880039 0.78643119 0.48747841 0.54859861 0.69232857
 0.96794692 0.74998073 0.99769306 0.7828843  0.90467227 0.18286805
 0.93519607 0.83595362 0.6397846  0.44499615 0.82816732 0.94791405]",[-3.44825468]
53,53,"[0.10177265 0.0334619  0.91484322 0.08296858 0.07651413 0.52551972
 0.15843375 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.53614163 0.45502228 0.28990832 0.93839643 0.68167512 0.78704661
 0.82648442 0.14516828 0.01430256 0.38444227 0.21469952 0.32844492
 0.89191616 0.50745469 0.3851555  0.55396897 0.97073559 0.8458584
 0.87174015 0.60800797 0.61494845 0.30521002 0.04219121 0.33115122
 0.18908293 0.86343151 0.43519553 0.40241781 0.14544927 0.34921587
 0.41363207 0.03281157 0.71926934 0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.62552625 0.56356752 0.88994765
 0.93519607 0.9795653  0.6397846  0.44499615 0.51273787 0.94791405]",[-4.46689406]
54,54,"[0.10177265 0.0334619  0.6565392  0.82228088 0.07651413 0.54262727
 0.41006541 0.3963981  0.36722887 0.20478454 0.26090355 0.55625517
 0.53614163 0.34170815 0.28990832 0.93839643 0.68167512 0.97867817
 0.93397766 0.14516828 0.01430256 0.38444227 0.21469952 0.15592474
 0.89191616 0.66360205 0.3851555  0.91589421 0.97073559 0.31100795
 0.86118466 0.35442894 0.61494845 0.04251137 0.04219121 0.33115122
 0.12141352 0.86343151 0.43519553 0.17187149 0.71916831 0.67499655
 0.30410123 0.03281157 0.71926934 0.48747841 0.58873453 0.40567607
 0.96794692 0.52772638 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.83595362 0.6397846  0.44499615 0.93718255 0.94791405]",[-4.48845935]
55,55,"[0.10177265 0.0334619  0.91484322 0.77567774 0.07651413 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.02023883
 0.53614163 0.59202266 0.28990832 0.93839643 0.68167512 0.97867817
 0.82648442 0.14516828 0.01430256 0.38444227 0.93850189 0.31123129
 0.89191616 0.77763594 0.16955058 0.91589421 0.95654929 0.54222095
 0.96557328 0.60800797 0.61494845 0.04251137 0.82028478 0.33115122
 0.12141352 0.86343151 0.43519553 0.17187149 0.71916831 0.67499655
 0.28256193 0.03281157 0.71926934 0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.62552625 0.58696467 0.88994765
 0.93519607 0.92340642 0.8651377  0.46040672 0.78085166 0.94791405]",[-5.85754311]
56,56,"[0.10177265 0.0334619  0.32895902 0.28572403 0.07651413 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.53614163 0.92177737 0.28990832 0.93839643 0.98689002 0.07710133
 0.82648442 0.25890198 0.01430256 0.38444227 0.21469952 0.02424699
 0.89191616 0.85000622 0.3851555  0.91589421 0.97073559 0.8458584
 0.87174015 0.68173942 0.61494845 0.04251137 0.04219121 0.33115122
 0.12141352 0.86343151 0.43519553 0.17187149 0.58889204 0.67499655
 0.30740972 0.03281157 0.44415867 0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.62552625 0.70770431 0.88994765
 0.99194674 0.83127028 0.72005081 0.84754139 0.68146193 0.96787799]",[-4.63200894]
57,57,"[0.10177265 0.0334619  0.4022111  0.28572403 0.11359083 0.92542809
 0.29355714 0.44289855 0.80586302 0.03445138 0.26090355 0.30967069
 0.53614163 0.60315164 0.28990832 0.93839643 0.68167512 0.97867817
 0.82648442 0.14516828 0.01430256 0.38444227 0.13087304 0.34333506
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.8458584
 0.87174015 0.60800797 0.29939908 0.04251137 0.29501882 0.33115122
 0.12141352 0.49791133 0.43519553 0.17187149 0.36355135 0.67499655
 0.30740972 0.03281157 0.71926934 0.24594416 0.54859861 0.40567607
 0.96794692 0.74998073 0.48298955 0.62552625 0.90467227 0.51260096
 0.93519607 0.83595362 0.6397846  0.81932211 0.08967949 0.94791405]",[-4.92273854]
58,58,"[0.10177265 0.0334619  0.81046599 0.35442916 0.07651413 0.52551972
 0.48263402 0.44289855 0.99521768 0.20478454 0.26090355 0.15094972
 0.53614163 0.60315164 0.28990832 0.93839643 0.68167512 0.04918712
 0.82648442 0.14516828 0.01430256 0.38444227 0.21469952 0.32844492
 0.47995239 0.60278213 0.3851555  0.85502476 0.71973425 0.8458584
 0.93825892 0.60800797 0.25297809 0.56362951 0.04219121 0.33115122
 0.12141352 0.82018751 0.44610275 0.504664   0.71916831 0.01305837
 0.30740972 0.08184388 0.71926934 0.48747841 0.54859861 0.86887956
 0.96794692 0.79982825 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[0.04496863]
59,59,"[0.10177265 0.0334619  0.91484322 0.65426552 0.07651413 0.52551972
 0.51922143 0.21826649 0.41867399 0.25298548 0.26090355 0.55625517
 0.53614163 0.60315164 0.28990832 0.93839643 0.43043321 0.97867817
 0.82648442 0.51237488 0.02243581 0.38444227 0.21469952 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.2971268  0.8458584
 0.87174015 0.60800797 0.61494845 0.04251137 0.04219121 0.33115122
 0.12141352 0.86343151 0.43519553 0.17187149 0.71916831 0.67499655
 0.66274512 0.13318019 0.71926934 0.33895388 0.44012979 0.90179753
 0.96794692 0.67420011 0.91168708 0.62552625 0.90467227 0.14512362
 0.93519607 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[-0.31259021]
60,60,"[0.06472994 0.21830271 0.91484322 0.28572403 0.07651413 0.06757107
 0.48263402 0.44289855 0.38897982 0.20478454 0.26090355 0.54707396
 0.53614163 0.58696133 0.28990832 0.93839643 0.68167512 0.97867817
 0.82648442 0.14516828 0.01430256 0.38444227 0.21469952 0.32844492
 0.3246451  0.77763594 0.3851555  0.800735   0.97073559 0.8458584
 0.87174015 0.60800797 0.61494845 0.12197865 0.04219121 0.33115122
 0.12141352 0.86343151 0.43519553 0.17187149 0.70067245 0.67499655
 0.30740972 0.03281157 0.71926934 0.10906687 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.62552625 0.23205203 0.85482252
 0.93519607 0.83595362 0.6397846  0.15599519 0.80481279 0.94791405]",[-3.19960002]
61,61,"[0.10177265 0.0334619  0.91484322 0.35237002 0.07651413 0.52551972
 0.48263402 0.27018726 0.41867399 0.20478454 0.34848961 0.55625517
 0.53614163 0.7174319  0.28990832 0.93839643 0.68167512 0.02253709
 0.82648442 0.14516828 0.01430256 0.38444227 0.21469952 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.8458584
 0.87174015 0.47714613 0.61494845 0.04251137 0.04219121 0.33115122
 0.12141352 0.86343151 0.43519553 0.17187149 0.41971755 0.82116526
 0.30740972 0.03281157 0.71926934 0.48747841 0.54859861 0.58333629
 0.96794692 0.74998073 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[-2.55361466]
62,62,"[0.10177265 0.0334619  0.91484322 0.28572403 0.17149779 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.59477485 0.60315164 0.28990832 0.93839643 0.68167512 0.97867817
 0.78868473 0.14516828 0.01710551 0.38444227 0.21469952 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.8458584
 0.56449678 0.70973053 0.61494845 0.58671445 0.04219121 0.33115122
 0.12141352 0.86343151 0.43519553 0.17187149 0.76969093 0.67499655
 0.30740972 0.03281157 0.6862343  0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.62552625 0.90467227 0.52848333
 0.93519607 0.83595362 0.5294857  0.40110821 0.78085166 0.94791405]",[-3.89634676]
63,63,"[0.10177265 0.04430272 0.91484322 0.28572403 0.07651413 0.52551972
 0.61548859 0.44289855 0.41867399 0.20478454 0.26090355 0.96639186
 0.53614163 0.60315164 0.28990832 0.67281801 0.98175513 0.80159686
 0.82648442 0.14516828 0.01430256 0.78274822 0.21469952 0.32844492
 0.81551379 0.77763594 0.3851555  0.76273507 0.97073559 0.8458584
 0.87174015 0.60800797 0.48719534 0.04251137 0.04219121 0.33115122
 0.12141352 0.86343151 0.43519553 0.65175247 0.71916831 0.67499655
 0.30740972 0.03281157 0.66573948 0.05041258 0.54859861 0.40567607
 0.96794692 0.77990572 0.99769306 0.61633569 0.90006262 0.63879442
 0.93519607 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[-5.84039806]
64,64,"[0.10177265 0.0334619  0.91484322 0.28572403 0.07651413 0.52551972
 0.48263402 0.44289855 0.12459235 0.20478454 0.37390897 0.55625517
 0.53614163 0.60315164 0.28990832 0.93839643 0.65064999 0.97867817
 0.82648442 0.14516828 0.11419597 0.38444227 0.21469952 0.32844492
 0.89191616 0.30908149 0.3851555  0.91589421 0.97073559 0.8458584
 0.7557558  0.60800797 0.57809854 0.04251137 0.04219121 0.33115122
 0.09780429 0.86343151 0.43519553 0.17187149 0.71916831 0.87509048
 0.30740972 0.03281157 0.97326213 0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.83595362 0.2630555  0.44499615 0.78085166 0.90434317]",[-3.47030579]
65,65,"[0.10177265 0.0334619  0.91484322 0.28572403 0.16271236 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.81457019
 0.53614163 0.60315164 0.28990832 0.93839643 0.89228817 0.97867817
 0.82648442 0.01857535 0.01430256 0.7209335  0.21469952 0.32844492
 0.99378216 0.77763594 0.3851555  0.91589421 0.97073559 0.29691204
 0.97306538 0.60800797 0.61494845 0.04251137 0.04219121 0.33115122
 0.12141352 0.86343151 0.40369566 0.17187149 0.71916831 0.67499655
 0.30740972 0.03281157 0.203872   0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.6629625  0.90467227 0.88994765
 0.93519607 0.83595362 0.6397846  0.44499615 0.78085166 0.77826892]",[-4.87025012]
